train_loss,valid_loss,accuracy,roc_auc_score,precision_score,specificity,recall_score,f1_score
0.732123613357544,0.6991758346557617,0.5116279125213623,0.36363636363636365,0.5116279069767442,0.0,1.0,0.676923076923077
0.6709478497505188,0.6887800693511963,0.5581395626068115,0.5584415584415585,0.5365853658536586,0.09523809523809523,1.0,0.6984126984126984
0.6450082659721375,0.668898344039917,0.6279069781303406,0.6818181818181819,0.5833333333333334,0.2857142857142857,0.9545454545454546,0.7241379310344828
0.6241464614868164,0.6530441641807556,0.6744186282157898,0.7012987012987014,0.6428571428571429,0.5238095238095238,0.8181818181818182,0.72
0.6120166778564453,0.6241408586502075,0.6976743936538696,0.6991341991341992,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.7111111111111111
0.5942860841751099,0.6940661668777466,0.6744186282157898,0.6969696969696969,0.6818181818181818,0.6666666666666666,0.6818181818181818,0.6818181818181818
0.583500862121582,0.8959210515022278,0.5813953280448914,0.6883116883116883,0.6666666666666666,0.8095238095238095,0.36363636363636365,0.47058823529411764
0.560926079750061,0.7841381430625916,0.6511628031730652,0.7056277056277057,0.6842105263157895,0.7142857142857143,0.5909090909090909,0.6341463414634146
0.5409827828407288,0.763977587223053,0.6744186282157898,0.6904761904761906,0.6666666666666666,0.6190476190476191,0.7272727272727273,0.6956521739130435
0.5345315337181091,0.8684217929840088,0.6511628031730652,0.7099567099567099,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6511627906976745
0.5154227614402771,1.1018145084381104,0.6511628031730652,0.6883116883116884,0.6842105263157895,0.7142857142857143,0.5909090909090909,0.6341463414634146
0.4974840581417084,1.010148286819458,0.6279069781303406,0.7077922077922079,0.625,0.5714285714285714,0.6818181818181818,0.6521739130434783
0.49028536677360535,2.0073277950286865,0.5813953280448914,0.6428571428571429,0.75,0.9047619047619048,0.2727272727272727,0.4
0.48571673035621643,2.2781424522399902,0.604651153087616,0.70995670995671,0.6923076923076923,0.8095238095238095,0.4090909090909091,0.5142857142857142
0.48529481887817383,1.45464289188385,0.6744186282157898,0.6753246753246753,0.75,0.8095238095238095,0.5454545454545454,0.631578947368421
0.48944589495658875,1.2323626279830933,0.5581395626068115,0.6753246753246753,0.6666666666666666,0.8571428571428571,0.2727272727272727,0.3870967741935484
0.476336270570755,1.127576470375061,0.6279069781303406,0.5844155844155844,0.6875,0.7619047619047619,0.5,0.5789473684210527
0.46149376034736633,4.958164691925049,0.4883720874786377,0.6948051948051948,0.5,0.9523809523809523,0.045454545454545456,0.08333333333333333
0.4698578119277954,1.570667028427124,0.604651153087616,0.5735930735930737,0.5714285714285714,0.2857142857142857,0.9090909090909091,0.7017543859649122
0.46429237723350525,6.602780342102051,0.4883720874786377,0.6731601731601732,0.5,0.9523809523809523,0.045454545454545456,0.08333333333333333
0.4670857787132263,1.4747565984725952,0.5581395626068115,0.45887445887445893,0.5365853658536586,0.09523809523809523,1.0,0.6984126984126984
0.4554923474788666,1.7935616970062256,0.6511628031730652,0.6969696969696969,0.7692307692307693,0.8571428571428571,0.45454545454545453,0.5714285714285714
0.4630277156829834,2.447568893432617,0.5116279125213623,0.6190476190476191,0.5714285714285714,0.8571428571428571,0.18181818181818182,0.27586206896551724
0.46023887395858765,1.1589558124542236,0.604651153087616,0.642857142857143,0.5757575757575758,0.3333333333333333,0.8636363636363636,0.6909090909090909
0.4599754214286804,1.029433250427246,0.5813953280448914,0.6883116883116883,0.75,0.9047619047619048,0.2727272727272727,0.4
0.455055296421051,2.8720414638519287,0.4883720874786377,0.7056277056277056,0.5,0.9523809523809523,0.045454545454545456,0.08333333333333333
0.4530344009399414,1.0003724098205566,0.5813953280448914,0.6536796536796536,0.6,0.6190476190476191,0.5454545454545454,0.5714285714285714
0.4391656816005707,1.245473861694336,0.6744186282157898,0.6991341991341992,0.7,0.7142857142857143,0.6363636363636364,0.6666666666666666
0.4351043999195099,1.2616932392120361,0.6279069781303406,0.6341991341991342,0.59375,0.38095238095238093,0.8636363636363636,0.7037037037037037
0.42695745825767517,1.2351908683776855,0.44186046719551086,0.5367965367965368,0.3333333333333333,0.8095238095238095,0.09090909090909091,0.14285714285714285
0.4348675310611725,2.504096269607544,0.5116279125213623,0.6645021645021646,0.6666666666666666,0.9523809523809523,0.09090909090909091,0.16
0.4324999153614044,1.6888842582702637,0.604651153087616,0.6774891774891776,0.6666666666666666,0.7619047619047619,0.45454545454545453,0.5405405405405406
0.43627169728279114,2.285259962081909,0.5813953280448914,0.6969696969696969,0.7,0.8571428571428571,0.3181818181818182,0.4375
0.43368250131607056,1.5996134281158447,0.5348837375640869,0.6103896103896105,0.5833333333333334,0.7619047619047619,0.3181818181818182,0.4117647058823529
0.43086758255958557,1.0795608758926392,0.6511628031730652,0.6428571428571429,0.6206896551724138,0.47619047619047616,0.8181818181818182,0.7058823529411765
0.40449661016464233,3.691774606704712,0.4883720874786377,0.6926406926406927,0.5,0.9523809523809523,0.045454545454545456,0.08333333333333333
0.4067377746105194,2.022259473800659,0.5348837375640869,0.4588744588744589,0.5238095238095238,0.047619047619047616,1.0,0.6875
0.39384743571281433,0.9151551127433777,0.6976743936538696,0.6536796536796537,0.7142857142857143,0.7142857142857143,0.6818181818181818,0.6976744186046512
0.3938523828983307,1.1179598569869995,0.5348837375640869,0.6385281385281386,0.53125,0.2857142857142857,0.7727272727272727,0.6296296296296297
0.3981441259384155,1.7492865324020386,0.604651153087616,0.6298701298701299,0.6470588235294118,0.7142857142857143,0.5,0.5641025641025641
0.39804375171661377,5.3363752365112305,0.5116279125213623,0.6948051948051948,0.6666666666666666,0.9523809523809523,0.09090909090909091,0.16
0.42383044958114624,1.3455657958984375,0.5813953280448914,0.7012987012987013,0.75,0.9047619047619048,0.2727272727272727,0.4
0.4204305410385132,1.019888162612915,0.5581395626068115,0.6147186147186148,0.5454545454545454,0.2857142857142857,0.8181818181818182,0.6545454545454545
0.40595346689224243,1.4527440071105957,0.604651153087616,0.6731601731601732,0.6666666666666666,0.7619047619047619,0.45454545454545453,0.5405405405405406
0.4130641222000122,0.9582328200340271,0.6511628031730652,0.6536796536796536,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6511627906976745
0.4090331792831421,1.9940731525421143,0.5581395626068115,0.6363636363636365,0.8,0.9523809523809523,0.18181818181818182,0.2962962962962963
0.4068036675453186,1.346795678138733,0.604651153087616,0.696969696969697,0.6190476190476191,0.6190476190476191,0.5909090909090909,0.6046511627906976
0.3941022455692291,0.9514431357383728,0.6511628031730652,0.6861471861471862,0.6521739130434783,0.6190476190476191,0.6818181818181818,0.6666666666666666
0.4121676981449127,3.112330913543701,0.4883720874786377,0.6926406926406927,0.5,0.9047619047619048,0.09090909090909091,0.15384615384615385
0.3966348469257355,1.379108190536499,0.6511628031730652,0.5887445887445888,0.64,0.5714285714285714,0.7272727272727273,0.6808510638297872
0.3843947947025299,1.5148227214813232,0.6744186282157898,0.6818181818181818,0.7222222222222222,0.7619047619047619,0.5909090909090909,0.65
0.36503517627716064,1.1850988864898682,0.5813953280448914,0.6341991341991342,0.6,0.6190476190476191,0.5454545454545454,0.5714285714285714
0.3433944880962372,1.7113651037216187,0.5581395626068115,0.6385281385281386,0.6,0.7142857142857143,0.4090909090909091,0.4864864864864865
0.32456862926483154,1.2072360515594482,0.7209302186965942,0.6558441558441558,0.7777777777777778,0.8095238095238095,0.6363636363636364,0.7
0.3170532286167145,1.1126585006713867,0.5813953280448914,0.6709956709956711,0.5625,0.3333333333333333,0.8181818181818182,0.6666666666666666
0.31490135192871094,1.0533820390701294,0.6511628031730652,0.6839826839826839,0.64,0.5714285714285714,0.7272727272727273,0.6808510638297872
0.30539950728416443,2.121223211288452,0.5348837375640869,0.5606060606060607,0.5714285714285714,0.7142857142857143,0.36363636363636365,0.4444444444444444
0.32109686732292175,3.729029893875122,0.4883720874786377,0.6731601731601733,0.5,0.9523809523809523,0.045454545454545456,0.08333333333333333
0.31121864914894104,1.1523698568344116,0.5581395626068115,0.5649350649350651,0.5652173913043478,0.5238095238095238,0.5909090909090909,0.5777777777777777
0.30458107590675354,1.5090757608413696,0.5348837375640869,0.48484848484848486,0.525,0.09523809523809523,0.9545454545454546,0.6774193548387096
0.305827796459198,1.4950369596481323,0.6279069781303406,0.6969696969696969,0.6363636363636364,0.6190476190476191,0.6363636363636364,0.6363636363636364
0.3399425745010376,5.875021457672119,0.5116279125213623,0.6385281385281385,0.6666666666666666,0.9523809523809523,0.09090909090909091,0.16
0.3161950409412384,1.2891587018966675,0.5116279125213623,0.5562770562770563,0.5161290322580645,0.2857142857142857,0.7272727272727273,0.6037735849056604
0.31849589943885803,1.4378265142440796,0.5581395626068115,0.5151515151515151,0.5428571428571428,0.23809523809523808,0.8636363636363636,0.6666666666666666
0.3029354512691498,0.9677766561508179,0.6279069781303406,0.6471861471861472,0.625,0.5714285714285714,0.6818181818181818,0.6521739130434783
0.28531038761138916,2.093226909637451,0.6279069781303406,0.7186147186147187,0.75,0.8571428571428571,0.4090909090909091,0.5294117647058824
0.2790708839893341,1.3079249858856201,0.604651153087616,0.5714285714285714,0.5757575757575758,0.3333333333333333,0.8636363636363636,0.6909090909090909
0.26921170949935913,1.0547679662704468,0.5813953280448914,0.6536796536796537,0.5714285714285714,0.42857142857142855,0.7272727272727273,0.64
0.270729660987854,1.2266799211502075,0.6744186282157898,0.6883116883116882,0.7,0.7142857142857143,0.6363636363636364,0.6666666666666666
0.24871321022510529,1.0506737232208252,0.6279069781303406,0.6515151515151516,0.65,0.6666666666666666,0.5909090909090909,0.6190476190476191
0.26327744126319885,1.2578283548355103,0.604651153087616,0.6904761904761905,0.5757575757575758,0.3333333333333333,0.8636363636363636,0.6909090909090909
0.26325178146362305,6.627355575561523,0.5348837375640869,0.6883116883116883,0.625,0.8571428571428571,0.22727272727272727,0.3333333333333333
0.28459519147872925,1.80592679977417,0.604651153087616,0.6904761904761905,0.7777777777777778,0.9047619047619048,0.3181818181818182,0.45161290322580644
0.2888461649417877,3.9565227031707764,0.4883720874786377,0.6082251082251082,0.5,0.8571428571428571,0.13636363636363635,0.21428571428571427
0.2700458765029907,1.292427897453308,0.6279069781303406,0.6428571428571429,0.6666666666666666,0.7142857142857143,0.5454545454545454,0.6
0.26443415880203247,1.311706304550171,0.604651153087616,0.658008658008658,0.5862068965517241,0.42857142857142855,0.7727272727272727,0.6666666666666666
0.25247788429260254,1.5678188800811768,0.6744186282157898,0.6515151515151515,0.6818181818181818,0.6666666666666666,0.6818181818181818,0.6818181818181818
0.22859793901443481,1.073379635810852,0.6744186282157898,0.6926406926406927,0.7222222222222222,0.7619047619047619,0.5909090909090909,0.65
0.20413869619369507,1.2649611234664917,0.6511628031730652,0.7121212121212122,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.6511627906976745
0.1858610063791275,1.2662296295166016,0.604651153087616,0.670995670995671,0.5925925925925926,0.47619047619047616,0.7272727272727273,0.6530612244897959
0.18077103793621063,1.0871436595916748,0.6744186282157898,0.7207792207792207,0.6428571428571429,0.5238095238095238,0.8181818181818182,0.72
0.17143559455871582,1.709229588508606,0.4883720874786377,0.5584415584415585,0.5,0.6190476190476191,0.36363636363636365,0.42105263157894735
0.16537879407405853,1.628775715827942,0.604651153087616,0.658008658008658,0.5806451612903226,0.38095238095238093,0.8181818181818182,0.6792452830188679
0.1556042581796646,1.370794415473938,0.7441860437393188,0.7316017316017317,0.7619047619047619,0.7619047619047619,0.7272727272727273,0.7441860465116279
0.15714605152606964,1.5522907972335815,0.6511628031730652,0.6493506493506493,0.6296296296296297,0.5238095238095238,0.7727272727272727,0.6938775510204082
0.15330123901367188,1.579944133758545,0.6744186282157898,0.6991341991341992,0.75,0.8095238095238095,0.5454545454545454,0.631578947368421
0.14754055440425873,1.1900639533996582,0.6744186282157898,0.7294372294372294,0.6538461538461539,0.5714285714285714,0.7727272727272727,0.7083333333333334
0.1664002388715744,1.3796521425247192,0.6976743936538696,0.70995670995671,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.7111111111111111
